review_item_id,query_bundle_id,blind_label,query_text_zh,response_text,overall_quality_score,evidence_credibility_score,practical_value_score,reviewer_notes,available_blind_labels,pairwise_preference,pairwise_notes
blind_018_D,bundle_018,D,我想去Seattle，要求预算控制在 500 元以内，同时位置交通也要好。,"Summary: 推荐两家西雅图交通便利的酒店，但预算限制无法验证。
Recommendations:
1. Hotel Sorrento - 位于市中心，步行可达I-5高速，位置极佳。 | 位于绝佳位置，适合探索。
2. Four Points By Sheraton Downtown Seattle Center - 位于皇后区，步行可达西雅图中心或市中心。 | 距离西雅图中心仅几步之遥。
Unsupported notice: 用户要求的500元预算限制在当前证据中无法验证。",,,,,,,
blind_018_C,bundle_018,C,我想去Seattle，要求预算控制在 500 元以内，同时位置交通也要好。,"Summary: 推荐Seattle交通位置优良且性价比高的酒店。
Recommendations:
1. Hotel Sorrento - 位置极佳，性价比高。 | 位于绝佳位置，体验完美。
2. Four Points By Sheraton Downtown Seattle Center - 步行或交通便捷，物超所值。 | 满足商务或度假所需。
Unsupported notice: 用户要求的500元预算在现有证据中无法验证。",,,,,,,
blind_018_A,bundle_018,A,我想去Seattle，要求预算控制在 500 元以内，同时位置交通也要好。,"Summary: 推荐Seattle交通位置优良且性价比高的酒店。
Recommendations:
1. Hotel Sorrento - 位置极佳，步行即可到达主要交通干道。 | 市中心位置优越，适合探索城市。
2. Four Points By Sheraton Downtown Seattle Center - 步行即可到达Seattle Center和市中心。 | 位于Queen Anne区，交通出行便利。
Unsupported notice: 用户要求的500元预算在现有证据中无法验证，故未包含在推荐理由中。",,,,,,,
blind_019_C,bundle_019,C,请推荐Dallas在房间设施、性价比、卫生干净三方面都比较均衡的酒店。,"Summary: 推荐两家达拉斯酒店，兼顾设施、性价比与卫生。
Recommendations:
1. Residence Inn by Marriott Dallas Market Center - 房间干净且用户友好。 | 酒店整体体验很好。
2. Residence Inn by Marriott Dallas Central Expressway - 房间舒适且干净。 | 价格合理。",,,,,,,
blind_019_D,bundle_019,D,请推荐Dallas在房间设施、性价比、卫生干净三方面都比较均衡的酒店。,"Summary: 推荐两家Dallas酒店，兼顾设施、性价比与卫生。
Recommendations:
1. Residence Inn by Marriott Dallas Market Center - 房间干净且用户友好。 | 房间装饰精美且设施齐全。
2. Residence Inn by Marriott Dallas Central Expressway - 房间舒适且保持清洁。 | 价格合理，是不错的过夜选择。",,,,,,,
blind_019_A,bundle_019,A,请推荐Dallas在房间设施、性价比、卫生干净三方面都比较均衡的酒店。,"Summary: 推荐Dallas设施舒适、卫生干净且性价比均衡的酒店。
Recommendations:
1. Residence Inn by Marriott Dallas Market Center - 房间干净且用户友好。 | 房间设施充足。
2. Residence Inn by Marriott Dallas Central Expressway - 房间舒适且干净。 | 价格合理。",,,,,,,
blind_019_B,bundle_019,B,请推荐Dallas在房间设施、性价比、卫生干净三方面都比较均衡的酒店。,"Summary: 推荐Dallas设施舒适、卫生干净且性价比均衡的酒店。
Recommendations:
1. Residence Inn by Marriott Dallas Market Center - 房间干净舒适，床铺整洁。 | 房间装饰精美，设施齐全。
2. Residence Inn by Marriott Dallas Central Expressway - 房间干净，维护良好。 | 价格合理，适合过夜。",,,,,,,
blind_020_C,bundle_020,C,请推荐Seattle在房间设施、性价比、卫生干净三方面都比较均衡的酒店。,"Summary: 推荐两家Seattle酒店，设施、性价比与卫生均获好评。
Recommendations:
1. Hotel Sorrento - 用户评价这是最佳西雅图酒店体验。 | 酒店位置极佳且价格优秀。
2. Four Points By Sheraton Downtown Seattle Center - 房间干净且浴室整洁。 | 若接受步行或换乘，该酒店性价比高。",,,,,,,
blind_020_A,bundle_020,A,请推荐Seattle在房间设施、性价比、卫生干净三方面都比较均衡的酒店。,"Summary: 推荐两家Seattle酒店，兼顾设施、性价比与卫生。
Recommendations:
1. Hotel Sorrento - 房间干净、宽敞且无霉味。 | 价格实惠，值得再次入住。
2. Four Points By Sheraton Downtown Seattle Center - 房间整洁舒适，尺寸适宜。 | 价格低廉，位置优越。",,,,,,,
blind_020_B,bundle_020,B,请推荐Seattle在房间设施、性价比、卫生干净三方面都比较均衡的酒店。,"Summary: 推荐Seattle设施舒适、卫生干净且性价比均衡的酒店。
Recommendations:
1. Hotel Sorrento - 房间舒适且整体体验极佳。 | 位置优越且价格合理。
2. Four Points By Sheraton Downtown Seattle Center - 房间宽敞干净且床铺舒适。 | 房间空间大且设施舒适。",,,,,,,
blind_020_D,bundle_020,D,请推荐Seattle在房间设施、性价比、卫生干净三方面都比较均衡的酒店。,"Summary: 推荐Seattle设施舒适、卫生干净且性价比高的酒店。
Recommendations:
1. Hotel Sorrento - 房间更新且干净，无陈旧霉味。 | 价格实惠，值得再次入住。
2. Four Points By Sheraton Downtown Seattle Center - 房间宽敞干净，床铺舒适。 | 位置优越且价格低廉。",,,,,,,
,bundle_001,,,,,,,,"A,B,C,D",,
,bundle_002,,,,,,,,"A,B,C,D",,
,bundle_003,,,,,,,,"A,B,C,D",,
,bundle_004,,,,,,,,"A,B,C,D",,
,bundle_005,,,,,,,,"A,B,C,D",,
,bundle_006,,,,,,,,"A,B,C,D",,
,bundle_007,,,,,,,,"A,B,C,D",,
,bundle_008,,,,,,,,"A,B,C,D",,
,bundle_009,,,,,,,,"A,B,C,D",,
,bundle_010,,,,,,,,"A,B,C,D",,
,bundle_011,,,,,,,,"A,B,C,D",,
,bundle_012,,,,,,,,"A,B,C,D",,
,bundle_013,,,,,,,,"A,B,C,D",,
,bundle_014,,,,,,,,"A,B,C,D",,
,bundle_015,,,,,,,,"A,B,C,D",,
,bundle_016,,,,,,,,"A,B,C,D",,
,bundle_017,,,,,,,,"A,B,C,D",,
,bundle_018,,,,,,,,"A,B,C,D",,
,bundle_019,,,,,,,,"A,B,C,D",,
,bundle_020,,,,,,,,"A,B,C,D",,
