sample_id,review_round,reviewer_id,decision,schema_issue_type,citation_issue_type,language_issue_type,behavior_issue_type,notes
v4acc_d8446de946cdf56c,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_d8446de946cdf56c,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_eeb03027f1764aaf,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_eeb03027f1764aaf,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_a801b2b7b4f5527a,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_a801b2b7b4f5527a,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_ce21ea5047f41f54,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_ce21ea5047f41f54,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_f0ba2f2de5a4d191,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_f0ba2f2de5a4d191,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_96f494fddd7552ce,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_96f494fddd7552ce,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_94a888f9580bb8f2,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_94a888f9580bb8f2,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_62357e17a0b531ed,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_62357e17a0b531ed,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_86a26c1e84a0515d,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_86a26c1e84a0515d,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_bd247b9493b50aa5,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_bd247b9493b50aa5,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_90d1cf896d1673b7,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_90d1cf896d1673b7,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_093cb011b21cf495,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_093cb011b21cf495,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_7d62f2191d149b15,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_7d62f2191d149b15,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_129d07f4fe8ae097,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_129d07f4fe8ae097,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_614aaa7d4a41f56c,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_614aaa7d4a41f56c,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_3af7be0d717828f0,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_3af7be0d717828f0,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_41fde818ad1e13c2,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_41fde818ad1e13c2,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_cdad71e2a2b8283e,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_cdad71e2a2b8283e,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_e6fb34d568569843,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_e6fb34d568569843,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_1a13075f67c39410,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_1a13075f67c39410,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_81a368a60addd408,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_81a368a60addd408,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_14fb5a7d18be081e,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_14fb5a7d18be081e,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_0cabb145317f74be,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_0cabb145317f74be,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_19dfa436ba20949d,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_19dfa436ba20949d,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_e09da3dba126a0b6,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_e09da3dba126a0b6,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_ae2a90903849ceb9,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_ae2a90903849ceb9,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_9430c299dfc3fcd5,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_9430c299dfc3fcd5,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_d8c72c2a3329f61b,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_d8c72c2a3329f61b,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_f2668735f8b3fa8a,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_f2668735f8b3fa8a,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_7966baacccc83219,r1,codex_gold_r1,accept,none,none,none,none,Accepted after Codex gold manual review.
v4acc_7966baacccc83219,r2,codex_gold_r2,accept,none,none,none,none,Accepted after Codex gold manual review.
